enviro,observer,task,ori,offset,proportion_correct,date
web,p44,temporal,plus45,14.29,0.7,2021-03-05_16h27
web,p44,temporal,plus45,14.29,0.9,2021-03-17_18h53
web,p44,temporal,plus45,14.29,0.5,2021-03-17_21h11
web,p44,temporal,plus45,14.29,0.5,2021-03-19_22h13
web,p44,temporal,plus45,14.29,0.9,2021-03-28_00h45
web,p44,temporal,plus45,14.29,0.9,2021-03-28_00h52
web,p44,temporal,plus45,17.86,0.9,2021-03-05_16h27
web,p44,temporal,plus45,17.86,0.7,2021-03-17_18h53
web,p44,temporal,plus45,17.86,0.2,2021-03-17_21h11
web,p44,temporal,plus45,17.86,0.8,2021-03-19_22h13
web,p44,temporal,plus45,17.86,1.0,2021-03-28_00h45
web,p44,temporal,plus45,17.86,0.9,2021-03-28_00h52
web,p44,temporal,plus45,21.43,0.9,2021-03-05_16h27
web,p44,temporal,plus45,21.43,1.0,2021-03-17_18h53
web,p44,temporal,plus45,21.43,0.5,2021-03-17_21h11
web,p44,temporal,plus45,21.43,0.9,2021-03-19_22h13
web,p44,temporal,plus45,21.43,0.9,2021-03-28_00h45
web,p44,temporal,plus45,21.43,0.9,2021-03-28_00h52
web,p44,temporal,plus45,25.0,1.0,2021-03-05_16h27
web,p44,temporal,plus45,25.0,0.9,2021-03-17_18h53
web,p44,temporal,plus45,25.0,0.4,2021-03-17_21h11
web,p44,temporal,plus45,25.0,1.0,2021-03-19_22h13
web,p44,temporal,plus45,25.0,1.0,2021-03-28_00h45
web,p44,temporal,plus45,25.0,1.0,2021-03-28_00h52
web,p44,temporal,plus45,3.57,0.6,2021-03-05_16h27
web,p44,temporal,plus45,3.57,0.7,2021-03-17_18h53
web,p44,temporal,plus45,3.57,0.2,2021-03-17_21h11
web,p44,temporal,plus45,3.57,0.5,2021-03-19_22h13
web,p44,temporal,plus45,3.57,0.3,2021-03-28_00h45
web,p44,temporal,plus45,3.57,0.6,2021-03-28_00h52
web,p44,temporal,plus45,7.14,0.2,2021-03-05_16h27
web,p44,temporal,plus45,7.14,0.4,2021-03-17_18h53
web,p44,temporal,plus45,7.14,0.7,2021-03-17_21h11
web,p44,temporal,plus45,7.14,0.7,2021-03-19_22h13
web,p44,temporal,plus45,7.14,0.6,2021-03-28_00h45
web,p44,temporal,plus45,7.14,0.5,2021-03-28_00h52
web,p44,temporal,cardinal,0.71,0.6,2021-03-05_16h16
web,p44,temporal,cardinal,0.71,0.9,2021-03-17_19h01
web,p44,temporal,cardinal,0.71,0.7,2021-03-17_22h22
web,p44,temporal,cardinal,0.71,0.6,2021-03-19_22h05
web,p44,temporal,cardinal,0.71,0.8,2021-03-19_22h35
web,p44,temporal,cardinal,0.71,0.5,2021-03-05_16h35
web,p44,temporal,cardinal,0.71,0.6,2021-03-17_18h30
web,p44,temporal,cardinal,0.71,0.9,2021-03-17_20h37
web,p44,temporal,cardinal,0.71,0.4,2021-03-17_21h31
web,p44,temporal,cardinal,0.71,0.6,2021-03-19_22h31
web,p44,temporal,cardinal,1.43,0.9,2021-03-05_16h16
web,p44,temporal,cardinal,1.43,0.9,2021-03-17_19h01
web,p44,temporal,cardinal,1.43,0.8,2021-03-17_22h22
web,p44,temporal,cardinal,1.43,1.0,2021-03-19_22h05
web,p44,temporal,cardinal,1.43,1.0,2021-03-19_22h35
web,p44,temporal,cardinal,1.43,0.9,2021-03-05_16h35
web,p44,temporal,cardinal,1.43,0.8,2021-03-17_18h30
web,p44,temporal,cardinal,1.43,1.0,2021-03-17_20h37
web,p44,temporal,cardinal,1.43,0.8,2021-03-17_21h31
web,p44,temporal,cardinal,1.43,0.6,2021-03-19_22h31
web,p44,temporal,cardinal,2.14,1.0,2021-03-05_16h16
web,p44,temporal,cardinal,2.14,0.8,2021-03-17_19h01
web,p44,temporal,cardinal,2.14,0.7,2021-03-17_22h22
web,p44,temporal,cardinal,2.14,1.0,2021-03-19_22h05
web,p44,temporal,cardinal,2.14,1.0,2021-03-19_22h35
web,p44,temporal,cardinal,2.14,1.0,2021-03-05_16h35
web,p44,temporal,cardinal,2.14,0.8,2021-03-17_18h30
web,p44,temporal,cardinal,2.14,1.0,2021-03-17_20h37
web,p44,temporal,cardinal,2.14,0.9,2021-03-17_21h31
web,p44,temporal,cardinal,2.14,0.7,2021-03-19_22h31
web,p44,temporal,cardinal,2.86,1.0,2021-03-05_16h16
web,p44,temporal,cardinal,2.86,1.0,2021-03-17_19h01
web,p44,temporal,cardinal,2.86,0.8,2021-03-17_22h22
web,p44,temporal,cardinal,2.86,1.0,2021-03-19_22h05
web,p44,temporal,cardinal,2.86,1.0,2021-03-19_22h35
web,p44,temporal,cardinal,2.86,1.0,2021-03-05_16h35
web,p44,temporal,cardinal,2.86,1.0,2021-03-17_18h30
web,p44,temporal,cardinal,2.86,0.9,2021-03-17_20h37
web,p44,temporal,cardinal,2.86,0.9,2021-03-17_21h31
web,p44,temporal,cardinal,2.86,0.9,2021-03-19_22h31
web,p44,temporal,cardinal,3.57,0.9,2021-03-05_16h16
web,p44,temporal,cardinal,3.57,1.0,2021-03-17_19h01
web,p44,temporal,cardinal,3.57,0.9,2021-03-17_22h22
web,p44,temporal,cardinal,3.57,1.0,2021-03-19_22h05
web,p44,temporal,cardinal,3.57,1.0,2021-03-19_22h35
web,p44,temporal,cardinal,3.57,1.0,2021-03-05_16h35
web,p44,temporal,cardinal,3.57,0.9,2021-03-17_18h30
web,p44,temporal,cardinal,3.57,0.9,2021-03-17_20h37
web,p44,temporal,cardinal,3.57,0.9,2021-03-17_21h31
web,p44,temporal,cardinal,3.57,1.0,2021-03-19_22h31
web,p44,temporal,cardinal,4.29,1.0,2021-03-05_16h16
web,p44,temporal,cardinal,4.29,1.0,2021-03-17_19h01
web,p44,temporal,cardinal,4.29,0.9,2021-03-17_22h22
web,p44,temporal,cardinal,4.29,1.0,2021-03-19_22h05
web,p44,temporal,cardinal,4.29,1.0,2021-03-19_22h35
web,p44,temporal,cardinal,4.29,1.0,2021-03-05_16h35
web,p44,temporal,cardinal,4.29,0.9,2021-03-17_18h30
web,p44,temporal,cardinal,4.29,1.0,2021-03-17_20h37
web,p44,temporal,cardinal,4.29,1.0,2021-03-17_21h31
web,p44,temporal,cardinal,4.29,1.0,2021-03-19_22h31
web,p44,temporal,cardinal,5.0,1.0,2021-03-05_16h16
web,p44,temporal,cardinal,5.0,1.0,2021-03-17_19h01
web,p44,temporal,cardinal,5.0,1.0,2021-03-17_22h22
web,p44,temporal,cardinal,5.0,1.0,2021-03-19_22h05
web,p44,temporal,cardinal,5.0,0.8,2021-03-19_22h35
web,p44,temporal,cardinal,5.0,1.0,2021-03-05_16h35
web,p44,temporal,cardinal,5.0,1.0,2021-03-17_18h30
web,p44,temporal,cardinal,5.0,1.0,2021-03-17_20h37
web,p44,temporal,cardinal,5.0,0.9,2021-03-17_21h31
web,p44,temporal,cardinal,5.0,1.0,2021-03-19_22h31
web,p44,temporal,oblique,10.71,0.9,2021-03-05_16h08
web,p44,temporal,oblique,10.71,0.3,2021-03-17_18h40
web,p44,temporal,oblique,10.71,0.5,2021-03-17_20h42
web,p44,temporal,oblique,10.71,0.8,2021-03-17_20h49
web,p44,temporal,oblique,10.71,1.0,2021-03-19_22h18
web,p44,temporal,oblique,10.71,0.6,2021-03-05_16h27
web,p44,temporal,oblique,10.71,0.9,2021-03-17_18h53
web,p44,temporal,oblique,10.71,0.7,2021-03-17_21h11
web,p44,temporal,oblique,10.71,0.7,2021-03-19_22h13
web,p44,temporal,oblique,10.71,0.8,2021-03-28_00h45
web,p44,temporal,oblique,10.71,0.7,2021-03-28_00h52
web,p44,temporal,oblique,14.29,1.0,2021-03-05_16h08
web,p44,temporal,oblique,14.29,0.7,2021-03-17_18h40
web,p44,temporal,oblique,14.29,0.7,2021-03-17_20h42
web,p44,temporal,oblique,14.29,0.9,2021-03-17_20h49
web,p44,temporal,oblique,14.29,1.0,2021-03-19_22h18
web,p44,temporal,oblique,14.29,0.7,2021-03-05_16h27
web,p44,temporal,oblique,14.29,0.9,2021-03-17_18h53
web,p44,temporal,oblique,14.29,0.5,2021-03-17_21h11
web,p44,temporal,oblique,14.29,0.5,2021-03-19_22h13
web,p44,temporal,oblique,14.29,0.9,2021-03-28_00h45
web,p44,temporal,oblique,14.29,0.9,2021-03-28_00h52
web,p44,temporal,oblique,17.86,1.0,2021-03-05_16h08
web,p44,temporal,oblique,17.86,0.9,2021-03-17_18h40
web,p44,temporal,oblique,17.86,0.9,2021-03-17_20h42
web,p44,temporal,oblique,17.86,1.0,2021-03-17_20h49
web,p44,temporal,oblique,17.86,1.0,2021-03-19_22h18
web,p44,temporal,oblique,17.86,0.9,2021-03-05_16h27
web,p44,temporal,oblique,17.86,0.7,2021-03-17_18h53
web,p44,temporal,oblique,17.86,0.2,2021-03-17_21h11
web,p44,temporal,oblique,17.86,0.8,2021-03-19_22h13
web,p44,temporal,oblique,17.86,1.0,2021-03-28_00h45
web,p44,temporal,oblique,17.86,0.9,2021-03-28_00h52
web,p44,temporal,oblique,21.43,0.9,2021-03-05_16h08
web,p44,temporal,oblique,21.43,0.9,2021-03-17_18h40
web,p44,temporal,oblique,21.43,1.0,2021-03-17_20h42
web,p44,temporal,oblique,21.43,1.0,2021-03-17_20h49
web,p44,temporal,oblique,21.43,1.0,2021-03-19_22h18
web,p44,temporal,oblique,21.43,0.9,2021-03-05_16h27
web,p44,temporal,oblique,21.43,1.0,2021-03-17_18h53
web,p44,temporal,oblique,21.43,0.5,2021-03-17_21h11
web,p44,temporal,oblique,21.43,0.9,2021-03-19_22h13
web,p44,temporal,oblique,21.43,0.9,2021-03-28_00h45
web,p44,temporal,oblique,21.43,0.9,2021-03-28_00h52
web,p44,temporal,oblique,25.0,1.0,2021-03-05_16h08
web,p44,temporal,oblique,25.0,0.9,2021-03-17_18h40
web,p44,temporal,oblique,25.0,1.0,2021-03-17_20h42
web,p44,temporal,oblique,25.0,1.0,2021-03-17_20h49
web,p44,temporal,oblique,25.0,1.0,2021-03-19_22h18
web,p44,temporal,oblique,25.0,1.0,2021-03-05_16h27
web,p44,temporal,oblique,25.0,0.9,2021-03-17_18h53
web,p44,temporal,oblique,25.0,0.4,2021-03-17_21h11
web,p44,temporal,oblique,25.0,1.0,2021-03-19_22h13
web,p44,temporal,oblique,25.0,1.0,2021-03-28_00h45
web,p44,temporal,oblique,25.0,1.0,2021-03-28_00h52
web,p44,temporal,oblique,3.57,0.6,2021-03-05_16h08
web,p44,temporal,oblique,3.57,0.4,2021-03-17_18h40
web,p44,temporal,oblique,3.57,0.5,2021-03-17_20h42
web,p44,temporal,oblique,3.57,0.5,2021-03-17_20h49
web,p44,temporal,oblique,3.57,0.7,2021-03-19_22h18
web,p44,temporal,oblique,3.57,0.6,2021-03-05_16h27
web,p44,temporal,oblique,3.57,0.7,2021-03-17_18h53
web,p44,temporal,oblique,3.57,0.2,2021-03-17_21h11
web,p44,temporal,oblique,3.57,0.5,2021-03-19_22h13
web,p44,temporal,oblique,3.57,0.3,2021-03-28_00h45
web,p44,temporal,oblique,3.57,0.6,2021-03-28_00h52
web,p44,temporal,oblique,7.14,0.7,2021-03-05_16h08
web,p44,temporal,oblique,7.14,0.5,2021-03-17_18h40
web,p44,temporal,oblique,7.14,0.7,2021-03-17_20h42
web,p44,temporal,oblique,7.14,0.6,2021-03-17_20h49
web,p44,temporal,oblique,7.14,0.9,2021-03-19_22h18
web,p44,temporal,oblique,7.14,0.2,2021-03-05_16h27
web,p44,temporal,oblique,7.14,0.4,2021-03-17_18h53
web,p44,temporal,oblique,7.14,0.7,2021-03-17_21h11
web,p44,temporal,oblique,7.14,0.7,2021-03-19_22h13
web,p44,temporal,oblique,7.14,0.6,2021-03-28_00h45
web,p44,temporal,oblique,7.14,0.5,2021-03-28_00h52
web,p44,spatial,horizontal,0.71,0.3,2021-03-05_16h31
web,p44,spatial,horizontal,0.71,0.3,2021-03-17_19h45
web,p44,spatial,horizontal,0.71,0.7,2021-03-17_22h43
web,p44,spatial,horizontal,0.71,0.5,2021-03-19_17h05
web,p44,spatial,horizontal,0.71,0.7,2021-03-19_22h26
web,p44,spatial,horizontal,1.43,0.4,2021-03-05_16h31
web,p44,spatial,horizontal,1.43,0.7,2021-03-17_19h45
web,p44,spatial,horizontal,1.43,0.6,2021-03-17_22h43
web,p44,spatial,horizontal,1.43,0.7,2021-03-19_17h05
web,p44,spatial,horizontal,1.43,0.6,2021-03-19_22h26
web,p44,spatial,horizontal,2.14,0.9,2021-03-05_16h31
web,p44,spatial,horizontal,2.14,1.0,2021-03-17_19h45
web,p44,spatial,horizontal,2.14,0.5,2021-03-17_22h43
web,p44,spatial,horizontal,2.14,0.7,2021-03-19_17h05
web,p44,spatial,horizontal,2.14,0.6,2021-03-19_22h26
web,p44,spatial,horizontal,2.86,0.7,2021-03-05_16h31
web,p44,spatial,horizontal,2.86,1.0,2021-03-17_19h45
web,p44,spatial,horizontal,2.86,0.9,2021-03-17_22h43
web,p44,spatial,horizontal,2.86,0.8,2021-03-19_17h05
web,p44,spatial,horizontal,2.86,0.9,2021-03-19_22h26
web,p44,spatial,horizontal,3.57,0.9,2021-03-05_16h31
web,p44,spatial,horizontal,3.57,1.0,2021-03-17_19h45
web,p44,spatial,horizontal,3.57,1.0,2021-03-17_22h43
web,p44,spatial,horizontal,3.57,0.8,2021-03-19_17h05
web,p44,spatial,horizontal,3.57,1.0,2021-03-19_22h26
web,p44,spatial,horizontal,4.29,1.0,2021-03-05_16h31
web,p44,spatial,horizontal,4.29,1.0,2021-03-17_19h45
web,p44,spatial,horizontal,4.29,1.0,2021-03-17_22h43
web,p44,spatial,horizontal,4.29,1.0,2021-03-19_17h05
web,p44,spatial,horizontal,4.29,1.0,2021-03-19_22h26
web,p44,spatial,horizontal,5.0,1.0,2021-03-05_16h31
web,p44,spatial,horizontal,5.0,1.0,2021-03-17_19h45
web,p44,spatial,horizontal,5.0,1.0,2021-03-17_22h43
web,p44,spatial,horizontal,5.0,1.0,2021-03-19_17h05
web,p44,spatial,horizontal,5.0,1.0,2021-03-19_22h26
web,p44,spatial,vertical,0.71,0.4,2021-03-05_16h13
web,p44,spatial,vertical,0.71,0.2,2021-03-17_22h27
web,p44,spatial,vertical,0.71,0.3,2021-03-17_22h35
web,p44,spatial,vertical,0.71,0.5,2021-03-17_22h40
web,p44,spatial,vertical,0.71,0.5,2021-03-19_16h59
web,p44,spatial,vertical,0.71,0.3,2021-03-28_00h49
web,p44,spatial,vertical,1.43,0.6,2021-03-05_16h13
web,p44,spatial,vertical,1.43,0.5,2021-03-17_22h27
web,p44,spatial,vertical,1.43,0.8,2021-03-17_22h35
web,p44,spatial,vertical,1.43,0.5,2021-03-17_22h40
web,p44,spatial,vertical,1.43,0.7,2021-03-19_16h59
web,p44,spatial,vertical,1.43,0.6,2021-03-28_00h49
web,p44,spatial,vertical,2.14,0.4,2021-03-05_16h13
web,p44,spatial,vertical,2.14,0.9,2021-03-17_22h27
web,p44,spatial,vertical,2.14,0.9,2021-03-17_22h35
web,p44,spatial,vertical,2.14,0.7,2021-03-17_22h40
web,p44,spatial,vertical,2.14,0.2,2021-03-19_16h59
web,p44,spatial,vertical,2.14,0.8,2021-03-28_00h49
web,p44,spatial,vertical,2.86,0.9,2021-03-05_16h13
web,p44,spatial,vertical,2.86,0.7,2021-03-17_22h27
web,p44,spatial,vertical,2.86,1.0,2021-03-17_22h35
web,p44,spatial,vertical,2.86,0.8,2021-03-17_22h40
web,p44,spatial,vertical,2.86,0.4,2021-03-19_16h59
web,p44,spatial,vertical,2.86,0.9,2021-03-28_00h49
web,p44,spatial,vertical,3.57,0.6,2021-03-05_16h13
web,p44,spatial,vertical,3.57,1.0,2021-03-17_22h27
web,p44,spatial,vertical,3.57,1.0,2021-03-17_22h35
web,p44,spatial,vertical,3.57,1.0,2021-03-17_22h40
web,p44,spatial,vertical,3.57,0.1,2021-03-19_16h59
web,p44,spatial,vertical,3.57,0.9,2021-03-28_00h49
web,p44,spatial,vertical,4.29,0.9,2021-03-05_16h13
web,p44,spatial,vertical,4.29,1.0,2021-03-17_22h27
web,p44,spatial,vertical,4.29,1.0,2021-03-17_22h35
web,p44,spatial,vertical,4.29,1.0,2021-03-17_22h40
web,p44,spatial,vertical,4.29,0.1,2021-03-19_16h59
web,p44,spatial,vertical,4.29,1.0,2021-03-28_00h49
web,p44,spatial,vertical,5.0,1.0,2021-03-05_16h13
web,p44,spatial,vertical,5.0,1.0,2021-03-17_22h27
web,p44,spatial,vertical,5.0,1.0,2021-03-17_22h35
web,p44,spatial,vertical,5.0,1.0,2021-03-17_22h40
web,p44,spatial,vertical,5.0,0.4,2021-03-19_16h59
web,p44,spatial,vertical,5.0,1.0,2021-03-28_00h49
web,p44,spatial,minus45,10.71,0.6,2021-03-05_16h24
web,p44,spatial,minus45,10.71,0.4,2021-03-17_19h08
web,p44,spatial,minus45,10.71,0.8,2021-03-17_21h26
web,p44,spatial,minus45,10.71,0.8,2021-03-19_17h12
web,p44,spatial,minus45,10.71,0.8,2021-03-19_22h09
web,p44,spatial,minus45,14.29,0.6,2021-03-05_16h24
web,p44,spatial,minus45,14.29,0.6,2021-03-17_19h08
web,p44,spatial,minus45,14.29,0.8,2021-03-17_21h26
web,p44,spatial,minus45,14.29,0.8,2021-03-19_17h12
web,p44,spatial,minus45,14.29,0.8,2021-03-19_22h09
web,p44,spatial,minus45,17.86,0.8,2021-03-05_16h24
web,p44,spatial,minus45,17.86,0.5,2021-03-17_19h08
web,p44,spatial,minus45,17.86,0.8,2021-03-17_21h26
web,p44,spatial,minus45,17.86,0.9,2021-03-19_17h12
web,p44,spatial,minus45,17.86,0.6,2021-03-19_22h09
web,p44,spatial,minus45,21.43,0.8,2021-03-05_16h24
web,p44,spatial,minus45,21.43,0.7,2021-03-17_19h08
web,p44,spatial,minus45,21.43,0.9,2021-03-17_21h26
web,p44,spatial,minus45,21.43,0.9,2021-03-19_17h12
web,p44,spatial,minus45,21.43,0.7,2021-03-19_22h09
web,p44,spatial,minus45,25.0,0.8,2021-03-05_16h24
web,p44,spatial,minus45,25.0,0.7,2021-03-17_19h08
web,p44,spatial,minus45,25.0,0.9,2021-03-17_21h26
web,p44,spatial,minus45,25.0,0.9,2021-03-19_17h12
web,p44,spatial,minus45,25.0,1.0,2021-03-19_22h09
web,p44,spatial,minus45,3.57,0.7,2021-03-05_16h24
web,p44,spatial,minus45,3.57,0.7,2021-03-17_19h08
web,p44,spatial,minus45,3.57,0.3,2021-03-17_21h26
web,p44,spatial,minus45,3.57,0.6,2021-03-19_17h12
web,p44,spatial,minus45,3.57,0.7,2021-03-19_22h09
web,p44,spatial,minus45,7.14,0.6,2021-03-05_16h24
web,p44,spatial,minus45,7.14,0.4,2021-03-17_19h08
web,p44,spatial,minus45,7.14,0.8,2021-03-17_21h26
web,p44,spatial,minus45,7.14,0.7,2021-03-19_17h12
web,p44,spatial,minus45,7.14,0.6,2021-03-19_22h09
web,p44,spatial,plus45,10.71,0.6,2021-03-05_16h57
web,p44,spatial,plus45,10.71,0.8,2021-03-17_18h35
web,p44,spatial,plus45,10.71,0.5,2021-03-17_21h23
web,p44,spatial,plus45,10.71,0.6,2021-03-19_17h16
web,p44,spatial,plus45,10.71,0.7,2021-03-19_22h22
web,p44,spatial,plus45,14.29,0.7,2021-03-05_16h57
web,p44,spatial,plus45,14.29,0.5,2021-03-17_18h35
web,p44,spatial,plus45,14.29,0.7,2021-03-17_21h23
web,p44,spatial,plus45,14.29,0.9,2021-03-19_17h16
web,p44,spatial,plus45,14.29,0.9,2021-03-19_22h22
web,p44,spatial,plus45,17.86,0.6,2021-03-05_16h57
web,p44,spatial,plus45,17.86,0.7,2021-03-17_18h35
web,p44,spatial,plus45,17.86,1.0,2021-03-17_21h23
web,p44,spatial,plus45,17.86,0.8,2021-03-19_17h16
web,p44,spatial,plus45,17.86,0.8,2021-03-19_22h22
web,p44,spatial,plus45,21.43,0.9,2021-03-05_16h57
web,p44,spatial,plus45,21.43,0.5,2021-03-17_18h35
web,p44,spatial,plus45,21.43,0.9,2021-03-17_21h23
web,p44,spatial,plus45,21.43,0.9,2021-03-19_17h16
web,p44,spatial,plus45,21.43,1.0,2021-03-19_22h22
web,p44,spatial,plus45,25.0,1.0,2021-03-05_16h57
web,p44,spatial,plus45,25.0,1.0,2021-03-17_18h35
web,p44,spatial,plus45,25.0,1.0,2021-03-17_21h23
web,p44,spatial,plus45,25.0,1.0,2021-03-19_17h16
web,p44,spatial,plus45,25.0,1.0,2021-03-19_22h22
web,p44,spatial,plus45,3.57,0.4,2021-03-05_16h57
web,p44,spatial,plus45,3.57,0.5,2021-03-17_18h35
web,p44,spatial,plus45,3.57,0.5,2021-03-17_21h23
web,p44,spatial,plus45,3.57,0.7,2021-03-19_17h16
web,p44,spatial,plus45,3.57,0.5,2021-03-19_22h22
web,p44,spatial,plus45,7.14,0.7,2021-03-05_16h57
web,p44,spatial,plus45,7.14,0.6,2021-03-17_18h35
web,p44,spatial,plus45,7.14,0.6,2021-03-17_21h23
web,p44,spatial,plus45,7.14,0.4,2021-03-19_17h16
web,p44,spatial,plus45,7.14,0.7,2021-03-19_22h22
web,p44,spatial,cardinal,0.71,0.3,2021-03-05_16h31
web,p44,spatial,cardinal,0.71,0.3,2021-03-17_19h45
web,p44,spatial,cardinal,0.71,0.7,2021-03-17_22h43
web,p44,spatial,cardinal,0.71,0.5,2021-03-19_17h05
web,p44,spatial,cardinal,0.71,0.7,2021-03-19_22h26
web,p44,spatial,cardinal,0.71,0.4,2021-03-05_16h13
web,p44,spatial,cardinal,0.71,0.2,2021-03-17_22h27
web,p44,spatial,cardinal,0.71,0.3,2021-03-17_22h35
web,p44,spatial,cardinal,0.71,0.5,2021-03-17_22h40
web,p44,spatial,cardinal,0.71,0.5,2021-03-19_16h59
web,p44,spatial,cardinal,0.71,0.3,2021-03-28_00h49
web,p44,spatial,cardinal,1.43,0.4,2021-03-05_16h31
web,p44,spatial,cardinal,1.43,0.7,2021-03-17_19h45
web,p44,spatial,cardinal,1.43,0.6,2021-03-17_22h43
web,p44,spatial,cardinal,1.43,0.7,2021-03-19_17h05
web,p44,spatial,cardinal,1.43,0.6,2021-03-19_22h26
web,p44,spatial,cardinal,1.43,0.6,2021-03-05_16h13
web,p44,spatial,cardinal,1.43,0.5,2021-03-17_22h27
web,p44,spatial,cardinal,1.43,0.8,2021-03-17_22h35
web,p44,spatial,cardinal,1.43,0.5,2021-03-17_22h40
web,p44,spatial,cardinal,1.43,0.7,2021-03-19_16h59
web,p44,spatial,cardinal,1.43,0.6,2021-03-28_00h49
web,p44,spatial,cardinal,2.14,0.9,2021-03-05_16h31
web,p44,spatial,cardinal,2.14,1.0,2021-03-17_19h45
web,p44,spatial,cardinal,2.14,0.5,2021-03-17_22h43
web,p44,spatial,cardinal,2.14,0.7,2021-03-19_17h05
web,p44,spatial,cardinal,2.14,0.6,2021-03-19_22h26
web,p44,spatial,cardinal,2.14,0.4,2021-03-05_16h13
web,p44,spatial,cardinal,2.14,0.9,2021-03-17_22h27
web,p44,spatial,cardinal,2.14,0.9,2021-03-17_22h35
web,p44,spatial,cardinal,2.14,0.7,2021-03-17_22h40
web,p44,spatial,cardinal,2.14,0.2,2021-03-19_16h59
web,p44,spatial,cardinal,2.14,0.8,2021-03-28_00h49
web,p44,spatial,cardinal,2.86,0.7,2021-03-05_16h31
web,p44,spatial,cardinal,2.86,1.0,2021-03-17_19h45
web,p44,spatial,cardinal,2.86,0.9,2021-03-17_22h43
web,p44,spatial,cardinal,2.86,0.8,2021-03-19_17h05
web,p44,spatial,cardinal,2.86,0.9,2021-03-19_22h26
web,p44,spatial,cardinal,2.86,0.9,2021-03-05_16h13
web,p44,spatial,cardinal,2.86,0.7,2021-03-17_22h27
web,p44,spatial,cardinal,2.86,1.0,2021-03-17_22h35
web,p44,spatial,cardinal,2.86,0.8,2021-03-17_22h40
web,p44,spatial,cardinal,2.86,0.4,2021-03-19_16h59
web,p44,spatial,cardinal,2.86,0.9,2021-03-28_00h49
web,p44,spatial,cardinal,3.57,0.9,2021-03-05_16h31
web,p44,spatial,cardinal,3.57,1.0,2021-03-17_19h45
web,p44,spatial,cardinal,3.57,1.0,2021-03-17_22h43
web,p44,spatial,cardinal,3.57,0.8,2021-03-19_17h05
web,p44,spatial,cardinal,3.57,1.0,2021-03-19_22h26
web,p44,spatial,cardinal,3.57,0.6,2021-03-05_16h13
web,p44,spatial,cardinal,3.57,1.0,2021-03-17_22h27
web,p44,spatial,cardinal,3.57,1.0,2021-03-17_22h35
web,p44,spatial,cardinal,3.57,1.0,2021-03-17_22h40
web,p44,spatial,cardinal,3.57,0.1,2021-03-19_16h59
web,p44,spatial,cardinal,3.57,0.9,2021-03-28_00h49
web,p44,spatial,cardinal,4.29,1.0,2021-03-05_16h31
web,p44,spatial,cardinal,4.29,1.0,2021-03-17_19h45
web,p44,spatial,cardinal,4.29,1.0,2021-03-17_22h43
web,p44,spatial,cardinal,4.29,1.0,2021-03-19_17h05
web,p44,spatial,cardinal,4.29,1.0,2021-03-19_22h26
web,p44,spatial,cardinal,4.29,0.9,2021-03-05_16h13
web,p44,spatial,cardinal,4.29,1.0,2021-03-17_22h27
web,p44,spatial,cardinal,4.29,1.0,2021-03-17_22h35
web,p44,spatial,cardinal,4.29,1.0,2021-03-17_22h40
web,p44,spatial,cardinal,4.29,0.1,2021-03-19_16h59
web,p44,spatial,cardinal,4.29,1.0,2021-03-28_00h49
web,p44,spatial,cardinal,5.0,1.0,2021-03-05_16h31
web,p44,spatial,cardinal,5.0,1.0,2021-03-17_19h45
web,p44,spatial,cardinal,5.0,1.0,2021-03-17_22h43
web,p44,spatial,cardinal,5.0,1.0,2021-03-19_17h05
web,p44,spatial,cardinal,5.0,1.0,2021-03-19_22h26
web,p44,spatial,cardinal,5.0,1.0,2021-03-05_16h13
web,p44,spatial,cardinal,5.0,1.0,2021-03-17_22h27
web,p44,spatial,cardinal,5.0,1.0,2021-03-17_22h35
web,p44,spatial,cardinal,5.0,1.0,2021-03-17_22h40
web,p44,spatial,cardinal,5.0,0.4,2021-03-19_16h59
web,p44,spatial,cardinal,5.0,1.0,2021-03-28_00h49
web,p44,spatial,oblique,10.71,0.6,2021-03-05_16h24
web,p44,spatial,oblique,10.71,0.4,2021-03-17_19h08
web,p44,spatial,oblique,10.71,0.8,2021-03-17_21h26
web,p44,spatial,oblique,10.71,0.8,2021-03-19_17h12
web,p44,spatial,oblique,10.71,0.8,2021-03-19_22h09
web,p44,spatial,oblique,10.71,0.6,2021-03-05_16h57
web,p44,spatial,oblique,10.71,0.8,2021-03-17_18h35
web,p44,spatial,oblique,10.71,0.5,2021-03-17_21h23
web,p44,spatial,oblique,10.71,0.6,2021-03-19_17h16
web,p44,spatial,oblique,10.71,0.7,2021-03-19_22h22
web,p44,spatial,oblique,14.29,0.6,2021-03-05_16h24
web,p44,spatial,oblique,14.29,0.6,2021-03-17_19h08
web,p44,spatial,oblique,14.29,0.8,2021-03-17_21h26
web,p44,spatial,oblique,14.29,0.8,2021-03-19_17h12
web,p44,spatial,oblique,14.29,0.8,2021-03-19_22h09
web,p44,spatial,oblique,14.29,0.7,2021-03-05_16h57
web,p44,spatial,oblique,14.29,0.5,2021-03-17_18h35
web,p44,spatial,oblique,14.29,0.7,2021-03-17_21h23
web,p44,spatial,oblique,14.29,0.9,2021-03-19_17h16
web,p44,spatial,oblique,14.29,0.9,2021-03-19_22h22
web,p44,spatial,oblique,17.86,0.8,2021-03-05_16h24
web,p44,spatial,oblique,17.86,0.5,2021-03-17_19h08
web,p44,spatial,oblique,17.86,0.8,2021-03-17_21h26
web,p44,spatial,oblique,17.86,0.9,2021-03-19_17h12
